fecha,categoria_riesgo,estado,estado_predicho,probabilidad,indice_mitigacion_porcentaje,kpi
2020-04-05,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9684400305941966,68.27,Índice Riesgo TI
2020-04-05,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9599350823260905,60.28,Índice Riesgo TI
2020-04-05,Operacional,Riesgo Alto,Riesgo Alto,0.9715803814713897,63.24,Índice Riesgo TI
2020-04-05,Tecnológico,Riesgo Alto,Riesgo Alto,0.9614981896905677,69.41,Índice Riesgo TI
2020-04-12,Seguridad,Riesgo Alto,Riesgo Alto,0.9816883116883117,60.91,Índice Riesgo TI
2020-04-12,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9640248259158342,69.57,Índice Riesgo TI
2020-04-12,Cumplimiento,Aceptable,Aceptable,0.9808314863765248,73.85,Índice Riesgo TI
2020-04-12,Operacional,Riesgo Alto,Riesgo Alto,0.9231676830586912,69.67,Índice Riesgo TI
2020-04-12,Tecnológico,Riesgo Alto,Riesgo Alto,0.9796323295233377,60.0,Índice Riesgo TI
2020-04-19,Seguridad,Riesgo Alto,Riesgo Alto,0.9712989961900044,63.28,Índice Riesgo TI
2020-04-19,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9631676830586912,60.0,Índice Riesgo TI
2020-04-19,Cumplimiento,Riesgo Alto,Riesgo Alto,0.7675803814713896,69.95,Índice Riesgo TI
2020-04-19,Operacional,Riesgo Alto,Riesgo Alto,0.9831676830586912,68.87,Índice Riesgo TI
2020-04-19,Tecnológico,Riesgo Alto,Riesgo Alto,0.9750854912778693,69.3,Índice Riesgo TI
2020-04-26,Seguridad,Riesgo Alto,Riesgo Alto,0.9363674560733385,69.39,Índice Riesgo TI
2020-04-26,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9790151515151514,68.68,Índice Riesgo TI
2020-04-26,Cumplimiento,Aceptable,Aceptable,0.9742569920302913,70.21,Índice Riesgo TI
2020-04-26,Operacional,Aceptable,Aceptable,0.9826211689162072,70.73,Índice Riesgo TI
2020-04-26,Tecnológico,Riesgo Alto,Riesgo Alto,0.9555912129463817,61.92,Índice Riesgo TI
2020-05-03,Seguridad,Aceptable,Aceptable,0.985684820304174,73.97,Índice Riesgo TI
2020-05-03,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9750387148047228,66.55,Índice Riesgo TI
2020-05-03,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9750387148047228,69.07,Índice Riesgo TI
2020-05-03,Operacional,Riesgo Alto,Riesgo Alto,0.9737616063709881,63.24,Índice Riesgo TI
2020-05-03,Tecnológico,Riesgo Alto,Riesgo Alto,0.941927567444282,66.83,Índice Riesgo TI
2020-05-10,Seguridad,Riesgo Alto,Riesgo Alto,0.95777243784598,66.05,Índice Riesgo TI
2020-05-10,Disponibilidad,Aceptable,Aceptable,0.9804765363748358,70.81,Índice Riesgo TI
2020-05-10,Cumplimiento,Riesgo Alto,Riesgo Alto,0.96,63.96,Índice Riesgo TI
2020-05-10,Operacional,Aceptable,Aceptable,0.9880232773499422,74.67,Índice Riesgo TI
2020-05-10,Tecnológico,Aceptable,Aceptable,0.9885624506212741,72.12,Índice Riesgo TI
2020-05-17,Seguridad,Riesgo Alto,Riesgo Alto,0.9231339779501545,68.57,Índice Riesgo TI
2020-05-17,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9827626811594201,60.0,Índice Riesgo TI
2020-05-17,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9827626811594201,60.45,Índice Riesgo TI
2020-05-17,Operacional,Aceptable,Aceptable,1.0,72.78,Índice Riesgo TI
2020-05-17,Tecnológico,Aceptable,Aceptable,0.9975,72.15,Índice Riesgo TI
2020-05-24,Seguridad,Riesgo Alto,Riesgo Alto,0.95777243784598,65.97,Índice Riesgo TI
2020-05-24,Disponibilidad,Aceptable,Aceptable,0.977408906882591,70.9,Índice Riesgo TI
2020-05-24,Cumplimiento,Aceptable,Aceptable,0.975465462177715,71.09,Índice Riesgo TI
2020-05-24,Operacional,Aceptable,Aceptable,0.9959505735492578,73.87,Índice Riesgo TI
2020-05-24,Tecnológico,Riesgo Alto,Riesgo Alto,0.9655912129463817,64.39,Índice Riesgo TI
2020-05-31,Seguridad,Aceptable,Aceptable,0.9781562881562881,70.46,Índice Riesgo TI
2020-05-31,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9427342276252358,68.88,Índice Riesgo TI
2020-05-31,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9813043478260869,63.93,Índice Riesgo TI
2020-05-31,Operacional,Aceptable,Aceptable,0.9695423637816664,74.37,Índice Riesgo TI
2020-05-31,Tecnológico,Riesgo Alto,Riesgo Alto,0.9286691086691089,69.72,Índice Riesgo TI
2020-06-07,Seguridad,Riesgo Alto,Riesgo Alto,0.99,66.78,Índice Riesgo TI
2020-06-07,Disponibilidad,Aceptable,Aceptable,0.987408906882591,71.36,Índice Riesgo TI
2020-06-07,Cumplimiento,Aceptable,Aceptable,0.9735862851952771,70.34,Índice Riesgo TI
2020-06-07,Operacional,Riesgo Alto,Riesgo Alto,1.0,61.74,Índice Riesgo TI
2020-06-07,Tecnológico,Riesgo Alto,Riesgo Alto,0.98,61.85,Índice Riesgo TI
2020-06-14,Seguridad,Aceptable,Aceptable,0.9836100451911336,74.61,Índice Riesgo TI
2020-06-14,Disponibilidad,Aceptable,Aceptable,1.0,74.51,Índice Riesgo TI
2020-06-14,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9827342276252358,64.91,Índice Riesgo TI
2020-06-14,Operacional,Riesgo Alto,Riesgo Alto,0.9823032730376547,66.25,Índice Riesgo TI
2020-06-14,Tecnológico,Riesgo Alto,Riesgo Alto,0.9805964816502805,64.6,Índice Riesgo TI
2020-06-21,Seguridad,Riesgo Alto,Riesgo Alto,0.9613193732165456,60.0,Índice Riesgo TI
2020-06-21,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9627342276252358,65.64,Índice Riesgo TI
2020-06-21,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9827342276252358,62.31,Índice Riesgo TI
2020-06-21,Operacional,Riesgo Alto,Riesgo Alto,1.0,68.58,Índice Riesgo TI
2020-06-21,Tecnológico,Aceptable,Aceptable,0.9913308913308913,75.26,Índice Riesgo TI
2020-06-28,Seguridad,Aceptable,Aceptable,0.9786806267834544,74.44,Índice Riesgo TI
2020-06-28,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9942105263157894,61.42,Índice Riesgo TI
2020-06-28,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9735803814713896,66.2,Índice Riesgo TI
2020-06-28,Operacional,Riesgo Alto,Riesgo Alto,0.9323032730376548,69.77,Índice Riesgo TI
2020-06-28,Tecnológico,Riesgo Alto,Riesgo Alto,0.9657160988751609,63.67,Índice Riesgo TI
2020-07-05,Seguridad,Riesgo Alto,Riesgo Alto,0.9066419733651057,65.22,Índice Riesgo TI
2020-07-05,Disponibilidad,Aceptable,Aceptable,0.9898050363894381,73.45,Índice Riesgo TI
2020-07-05,Cumplimiento,Riesgo Alto,Riesgo Alto,1.0,67.28,Índice Riesgo TI
2020-07-05,Operacional,Riesgo Alto,Riesgo Alto,0.9858771929824561,61.58,Índice Riesgo TI
2020-07-05,Tecnológico,Aceptable,Aceptable,0.9743948226975456,74.44,Índice Riesgo TI
2020-07-12,Seguridad,Aceptable,Aceptable,0.9883527579309954,73.29,Índice Riesgo TI
2020-07-12,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9630620964776948,67.92,Índice Riesgo TI
2020-07-12,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9739082503238485,66.74,Índice Riesgo TI
2020-07-12,Operacional,Aceptable,Aceptable,0.9984615384615384,74.05,Índice Riesgo TI
2020-07-12,Tecnológico,Aceptable,Aceptable,0.9888850038850039,71.41,Índice Riesgo TI
2020-07-19,Seguridad,Aceptable,Aceptable,0.9922063269900439,70.53,Índice Riesgo TI
2020-07-19,Disponibilidad,Aceptable,Aceptable,0.9898050363894381,71.08,Índice Riesgo TI
2020-07-19,Cumplimiento,Aceptable,Aceptable,0.984255712259441,71.51,Índice Riesgo TI
2020-07-19,Operacional,Riesgo Alto,Riesgo Alto,0.9858771929824561,64.52,Índice Riesgo TI
2020-07-19,Tecnológico,Riesgo Alto,Riesgo Alto,0.9496391757982379,67.23,Índice Riesgo TI
2020-07-26,Seguridad,Aceptable,Aceptable,0.9904457811868095,72.22,Índice Riesgo TI
2020-07-26,Disponibilidad,Aceptable,Aceptable,0.9991666666666668,73.02,Índice Riesgo TI
2020-07-26,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9658771929824561,60.94,Índice Riesgo TI
2020-07-26,Operacional,Riesgo Alto,Riesgo Alto,1.0,65.45,Índice Riesgo TI
2020-07-26,Tecnológico,Aceptable,Aceptable,0.9805982905982905,73.28,Índice Riesgo TI
2020-08-02,Seguridad,Riesgo Alto,Riesgo Alto,0.9606311418901137,63.79,Índice Riesgo TI
2020-08-02,Disponibilidad,Riesgo Alto,Riesgo Alto,0.948611420607692,69.47,Índice Riesgo TI
2020-08-02,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9430620964776948,62.38,Índice Riesgo TI
2020-08-02,Operacional,Riesgo Alto,Riesgo Alto,0.9226311418901137,65.42,Índice Riesgo TI
2020-08-02,Tecnológico,Riesgo Alto,Riesgo Alto,0.959957264957265,69.31,Índice Riesgo TI
2020-08-09,Seguridad,Aceptable,Aceptable,0.9921839064495246,71.2,Índice Riesgo TI
2020-08-09,Disponibilidad,Aceptable,Aceptable,0.9683353394197411,70.14,Índice Riesgo TI
2020-08-09,Cumplimiento,Riesgo Alto,Riesgo Alto,0.99,61.54,Índice Riesgo TI
2020-08-09,Operacional,Aceptable,Aceptable,0.9973688581098863,73.89,Índice Riesgo TI
2020-08-09,Tecnológico,Riesgo Alto,Riesgo Alto,1.0,69.14,Índice Riesgo TI
2020-08-16,Seguridad,Aceptable,Aceptable,0.9793688581098863,71.92,Índice Riesgo TI
2020-08-16,Disponibilidad,Aceptable,Aceptable,0.97,70.47,Índice Riesgo TI
2020-08-16,Cumplimiento,Aceptable,Aceptable,0.9946010089354107,70.71,Índice Riesgo TI
2020-08-16,Operacional,Aceptable,Aceptable,0.9966281173691455,76.52,Índice Riesgo TI
2020-08-16,Tecnológico,Riesgo Alto,Riesgo Alto,0.9815803814713897,63.06,Índice Riesgo TI
2020-08-23,Seguridad,Aceptable,Aceptable,0.9937086317242501,75.53,Índice Riesgo TI
2020-08-23,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9520556561966644,64.05,Índice Riesgo TI
2020-08-23,Cumplimiento,Aceptable,Aceptable,0.9860139108483126,73.34,Índice Riesgo TI
2020-08-23,Operacional,Riesgo Alto,Riesgo Alto,0.95629136827575,66.75,Índice Riesgo TI
2020-08-23,Tecnológico,Riesgo Alto,Riesgo Alto,0.9563461538461538,69.48,Índice Riesgo TI
2020-08-30,Seguridad,Riesgo Alto,Riesgo Alto,0.9938461538461538,66.18,Índice Riesgo TI
2020-08-30,Disponibilidad,Aceptable,Aceptable,0.9926074492164412,76.73,Índice Riesgo TI
2020-08-30,Cumplimiento,Aceptable,Aceptable,0.9984235294117647,72.36,Índice Riesgo TI
2020-08-30,Operacional,Aceptable,Aceptable,0.9946345576501759,76.59,Índice Riesgo TI
2020-08-30,Tecnológico,Riesgo Alto,Riesgo Alto,0.9674265353175434,67.46,Índice Riesgo TI
2020-09-06,Seguridad,Aceptable,Aceptable,0.970460763056597,72.06,Índice Riesgo TI
2020-09-06,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9545639104994392,67.84,Índice Riesgo TI
2020-09-06,Cumplimiento,Aceptable,Aceptable,0.86,70.05,Índice Riesgo TI
2020-09-06,Operacional,Riesgo Alto,Riesgo Alto,1.0,63.17,Índice Riesgo TI
2020-09-06,Tecnológico,Aceptable,Aceptable,0.9943821916280255,70.52,Índice Riesgo TI
2020-09-13,Seguridad,Riesgo Alto,Riesgo Alto,0.9288725702767363,67.41,Índice Riesgo TI
2020-09-13,Disponibilidad,Riesgo Alto,Riesgo Alto,1.0,68.83,Índice Riesgo TI
2020-09-13,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9062305771661059,69.46,Índice Riesgo TI
2020-09-13,Operacional,Riesgo Alto,Riesgo Alto,1.0,62.34,Índice Riesgo TI
2020-09-13,Tecnológico,Aceptable,Aceptable,0.9843821916280255,77.33,Índice Riesgo TI
2020-09-20,Seguridad,Riesgo Alto,Riesgo Alto,1.0,67.16,Índice Riesgo TI
2020-09-20,Disponibilidad,Aceptable,Aceptable,0.9940642857142856,75.45,Índice Riesgo TI
2020-09-20,Cumplimiento,Aceptable,Aceptable,1.0,75.62,Índice Riesgo TI
2020-09-20,Operacional,Riesgo Alto,Riesgo Alto,0.9737305771661059,61.49,Índice Riesgo TI
2020-09-20,Tecnológico,Aceptable,Aceptable,0.9835488582946923,72.04,Índice Riesgo TI
2020-09-27,Seguridad,Aceptable,Aceptable,0.99,71.98,Índice Riesgo TI
2020-09-27,Disponibilidad,Riesgo Alto,Riesgo Alto,1.0,68.89,Índice Riesgo TI
2020-09-27,Cumplimiento,Aceptable,Aceptable,0.985692499756971,76.65,Índice Riesgo TI
2020-09-27,Operacional,Riesgo Alto,Riesgo Alto,1.0,63.77,Índice Riesgo TI
2020-09-27,Tecnológico,Riesgo Alto,Riesgo Alto,0.9465511417053079,64.03,Índice Riesgo TI
2020-10-04,Seguridad,Riesgo Alto,Riesgo Alto,0.925539236943403,65.92,Índice Riesgo TI
2020-10-04,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9953333333333333,63.5,Índice Riesgo TI
2020-10-04,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9615639104994392,67.13,Índice Riesgo TI
2020-10-04,Operacional,Riesgo Alto,Riesgo Alto,0.9662305771661057,64.32,Índice Riesgo TI
2020-10-04,Tecnológico,Riesgo Alto,Riesgo Alto,0.9368844750386409,64.32,Índice Riesgo TI
2020-10-11,Seguridad,Aceptable,Aceptable,0.9804607630565969,71.76,Índice Riesgo TI
2020-10-11,Disponibilidad,Riesgo Alto,Riesgo Alto,1.0,62.78,Índice Riesgo TI
2020-10-11,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9362305771661059,62.51,Índice Riesgo TI
2020-10-11,Operacional,Aceptable,Aceptable,0.9777259445730246,75.79,Índice Riesgo TI
2020-10-11,Tecnológico,Riesgo Alto,Riesgo Alto,0.944384475038641,63.7,Índice Riesgo TI
2020-10-18,Seguridad,Riesgo Alto,Riesgo Alto,0.953039236943403,66.69,Índice Riesgo TI
2020-10-18,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9662305771661059,63.23,Índice Riesgo TI
2020-10-18,Cumplimiento,Aceptable,Aceptable,0.9937694228338941,71.44,Índice Riesgo TI
2020-10-18,Operacional,Riesgo Alto,Riesgo Alto,0.9695639104994391,68.3,Índice Riesgo TI
2020-10-18,Tecnológico,Aceptable,Aceptable,0.9927155249613588,76.02,Índice Riesgo TI
2020-10-25,Seguridad,Riesgo Alto,Riesgo Alto,0.953039236943403,64.5,Índice Riesgo TI
2020-10-25,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9562305771661059,68.02,Índice Riesgo TI
2020-10-25,Cumplimiento,Riesgo Alto,Riesgo Alto,1.0,63.37,Índice Riesgo TI
2020-10-25,Operacional,Aceptable,Aceptable,1.0,74.16,Índice Riesgo TI
2020-10-25,Tecnológico,Aceptable,Aceptable,0.9927821916280254,75.33,Índice Riesgo TI
2020-11-01,Seguridad,Riesgo Alto,Riesgo Alto,0.98,67.24,Índice Riesgo TI
2020-11-01,Disponibilidad,Aceptable,Aceptable,0.9900473731444532,72.28,Índice Riesgo TI
2020-11-01,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9866666666666666,67.95,Índice Riesgo TI
2020-11-01,Operacional,Riesgo Alto,Riesgo Alto,0.9639091485946772,66.63,Índice Riesgo TI
2020-11-01,Tecnológico,Riesgo Alto,Riesgo Alto,0.9785714285714286,64.19,Índice Riesgo TI
2020-11-08,Seguridad,Aceptable,Aceptable,0.9958085074174993,78.12,Índice Riesgo TI
2020-11-08,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9547424819280106,65.15,Índice Riesgo TI
2020-11-08,Cumplimiento,Aceptable,Aceptable,0.99,71.97,Índice Riesgo TI
2020-11-08,Operacional,Riesgo Alto,Riesgo Alto,0.9475,69.83,Índice Riesgo TI
2020-11-08,Tecnológico,Aceptable,Aceptable,0.9848085074174994,71.61,Índice Riesgo TI
2020-11-15,Seguridad,Riesgo Alto,Riesgo Alto,0.9823809523809524,62.6,Índice Riesgo TI
2020-11-15,Disponibilidad,Aceptable,Aceptable,0.9692378493349294,70.14,Índice Riesgo TI
2020-11-15,Cumplimiento,Aceptable,Aceptable,0.9891238095238095,75.01,Índice Riesgo TI
2020-11-15,Operacional,Riesgo Alto,Riesgo Alto,0.9975,62.79,Índice Riesgo TI
2020-11-15,Tecnológico,Aceptable,Aceptable,0.9973085074174992,76.42,Índice Riesgo TI
2020-11-22,Seguridad,Aceptable,Aceptable,0.9799275550365469,75.58,Índice Riesgo TI
2020-11-22,Disponibilidad,Aceptable,Aceptable,0.9830139283283996,71.62,Índice Riesgo TI
2020-11-22,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9504761904761904,69.59,Índice Riesgo TI
2020-11-22,Operacional,Riesgo Alto,Riesgo Alto,0.9746234343089631,62.94,Índice Riesgo TI
2020-11-22,Tecnológico,Riesgo Alto,Riesgo Alto,0.9470724449634531,63.43,Índice Riesgo TI
2020-11-29,Seguridad,Riesgo Alto,Riesgo Alto,0.9624206349206349,65.7,Índice Riesgo TI
2020-11-29,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9686382909328114,68.8,Índice Riesgo TI
2020-11-29,Cumplimiento,Aceptable,Aceptable,0.9861904761904762,77.16,Índice Riesgo TI
2020-11-29,Operacional,Riesgo Alto,Riesgo Alto,0.9830430528375734,63.45,Índice Riesgo TI
2020-11-29,Tecnológico,Riesgo Alto,Riesgo Alto,0.864920634920635,69.73,Índice Riesgo TI
2020-12-06,Seguridad,Aceptable,Aceptable,0.9929166666666666,72.2,Índice Riesgo TI
2020-12-06,Disponibilidad,Aceptable,Aceptable,0.9803518855573651,70.85,Índice Riesgo TI
2020-12-06,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9,66.28,Índice Riesgo TI
2020-12-06,Operacional,Aceptable,Aceptable,0.97,70.25,Índice Riesgo TI
2020-12-06,Tecnológico,Riesgo Alto,Riesgo Alto,0.9353535353535354,63.03,Índice Riesgo TI
2020-12-13,Seguridad,Aceptable,Aceptable,0.9822222222222221,78.24,Índice Riesgo TI
2020-12-13,Disponibilidad,Riesgo Alto,Riesgo Alto,0.97,65.55,Índice Riesgo TI
2020-12-13,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9439954337899544,63.14,Índice Riesgo TI
2020-12-13,Operacional,Aceptable,Aceptable,0.9914629966684761,72.06,Índice Riesgo TI
2020-12-13,Tecnológico,Aceptable,Aceptable,0.97,76.02,Índice Riesgo TI
2020-12-20,Seguridad,Aceptable,Aceptable,0.9675,72.7,Índice Riesgo TI
2020-12-20,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9373287671232876,67.56,Índice Riesgo TI
2020-12-20,Cumplimiento,Riesgo Alto,Riesgo Alto,0.910662100456621,66.66,Índice Riesgo TI
2020-12-20,Operacional,Riesgo Alto,Riesgo Alto,0.9723287671232876,64.31,Índice Riesgo TI
2020-12-20,Tecnológico,Riesgo Alto,Riesgo Alto,0.94,63.23,Índice Riesgo TI
2020-12-27,Seguridad,Riesgo Alto,Riesgo Alto,0.9355555555555556,66.1,Índice Riesgo TI
2020-12-27,Disponibilidad,Riesgo Alto,Riesgo Alto,0.96,67.06,Índice Riesgo TI
2020-12-27,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9533333333333335,63.97,Índice Riesgo TI
2020-12-27,Operacional,Aceptable,Aceptable,0.97,71.34,Índice Riesgo TI
2020-12-27,Tecnológico,Aceptable,Aceptable,0.9266666666666667,77.29,Índice Riesgo TI
2021-01-03,Seguridad,Riesgo Alto,Riesgo Alto,0.94,65.58,Índice Riesgo TI
2021-01-03,Disponibilidad,Riesgo Alto,Riesgo Alto,0.9506666666666667,63.37,Índice Riesgo TI
2021-01-03,Cumplimiento,Riesgo Alto,Riesgo Alto,0.9866666666666666,64.39,Índice Riesgo TI
2021-01-03,Operacional,Aceptable,Aceptable,0.89875,79.16,Índice Riesgo TI
