fecha,kpi,tipo,valor
2020-10-14,Disponibilidad Servicios,Historico,99.8645
2020-10-15,Disponibilidad Servicios,Historico,99.6482
2020-10-16,Disponibilidad Servicios,Historico,98.6224
2020-10-17,Disponibilidad Servicios,Historico,98.921
2020-10-18,Disponibilidad Servicios,Historico,99.1603
2020-10-19,Disponibilidad Servicios,Historico,99.8059
2020-10-20,Disponibilidad Servicios,Historico,99.7715
2020-10-21,Disponibilidad Servicios,Historico,99.5938
2020-10-22,Disponibilidad Servicios,Historico,99.0275
2020-10-23,Disponibilidad Servicios,Historico,98.9165
2020-10-24,Disponibilidad Servicios,Historico,99.5977
2020-10-25,Disponibilidad Servicios,Historico,98.5982
2020-10-26,Disponibilidad Servicios,Historico,98.6176
2020-10-27,Disponibilidad Servicios,Historico,99.0607
2020-10-28,Disponibilidad Servicios,Historico,99.064
2020-10-29,Disponibilidad Servicios,Historico,99.004
2020-10-30,Disponibilidad Servicios,Historico,97.4175
2020-10-31,Disponibilidad Servicios,Historico,99.9196
2020-11-01,Disponibilidad Servicios,Historico,99.8745
2020-11-02,Disponibilidad Servicios,Historico,98.6149
2020-11-03,Disponibilidad Servicios,Historico,98.5579
2020-11-04,Disponibilidad Servicios,Historico,99.7721
2020-11-05,Disponibilidad Servicios,Historico,99.6905
2020-11-06,Disponibilidad Servicios,Historico,98.9823
2020-11-07,Disponibilidad Servicios,Historico,99.0515
2020-11-08,Disponibilidad Servicios,Historico,98.5325
2020-11-09,Disponibilidad Servicios,Historico,99.0115
2020-11-10,Disponibilidad Servicios,Historico,99.2711
2020-11-11,Disponibilidad Servicios,Historico,99.023
2020-11-12,Disponibilidad Servicios,Historico,99.3171
2020-11-13,Disponibilidad Servicios,Historico,98.7106
2020-11-14,Disponibilidad Servicios,Historico,98.5574
2020-11-15,Disponibilidad Servicios,Historico,99.513
2020-11-16,Disponibilidad Servicios,Historico,98.9289
2020-11-17,Disponibilidad Servicios,Historico,98.6774
2020-11-18,Disponibilidad Servicios,Historico,99.3748
2020-11-19,Disponibilidad Servicios,Historico,99.5732
2020-11-20,Disponibilidad Servicios,Historico,99.7124
2020-11-21,Disponibilidad Servicios,Historico,98.764
2020-11-22,Disponibilidad Servicios,Historico,99.1766
2020-11-23,Disponibilidad Servicios,Historico,99.7901
2020-11-24,Disponibilidad Servicios,Historico,99.7557
2020-11-25,Disponibilidad Servicios,Historico,99.396
2020-11-26,Disponibilidad Servicios,Historico,99.687
2020-11-27,Disponibilidad Servicios,Historico,99.7116
2020-11-28,Disponibilidad Servicios,Historico,98.983
2020-11-29,Disponibilidad Servicios,Historico,98.5938
2020-11-30,Disponibilidad Servicios,Historico,98.5949
2020-12-01,Disponibilidad Servicios,Historico,99.5834
2020-12-02,Disponibilidad Servicios,Historico,99.2868
2020-12-03,Disponibilidad Servicios,Historico,98.6491
2020-12-04,Disponibilidad Servicios,Historico,99.1215
2020-12-05,Disponibilidad Servicios,Historico,98.7649
2020-12-06,Disponibilidad Servicios,Historico,99.0704
2020-12-07,Disponibilidad Servicios,Historico,99.2149
2020-12-08,Disponibilidad Servicios,Historico,99.2671
2020-12-09,Disponibilidad Servicios,Historico,99.4866
2020-12-10,Disponibilidad Servicios,Historico,99.3919
2020-12-11,Disponibilidad Servicios,Historico,99.5235
2020-12-12,Disponibilidad Servicios,Historico,98.8205
2020-12-13,Disponibilidad Servicios,Historico,99.2399
2020-12-14,Disponibilidad Servicios,Historico,99.6674
2020-12-15,Disponibilidad Servicios,Historico,99.7734
2020-12-16,Disponibilidad Servicios,Historico,99.0091
2020-12-17,Disponibilidad Servicios,Historico,98.7206
2020-12-18,Disponibilidad Servicios,Historico,98.9277
2020-12-19,Disponibilidad Servicios,Historico,98.609
2020-12-20,Disponibilidad Servicios,Historico,99.5501
2020-12-21,Disponibilidad Servicios,Historico,99.6311
2020-12-22,Disponibilidad Servicios,Historico,99.467
2020-12-23,Disponibilidad Servicios,Historico,99.3497
2020-12-24,Disponibilidad Servicios,Historico,99.9122
2020-12-25,Disponibilidad Servicios,Historico,99.0455
2020-12-26,Disponibilidad Servicios,Historico,99.3846
2020-12-27,Disponibilidad Servicios,Historico,99.9475
2020-12-28,Disponibilidad Servicios,Historico,99.6331
2020-12-29,Disponibilidad Servicios,Historico,99.8396
2020-12-30,Disponibilidad Servicios,Historico,98.9289
2020-12-31,Disponibilidad Servicios,Historico,98.5888
2021-01-01,Disponibilidad Servicios,Historico,99.5979
2021-01-02,Disponibilidad Servicios,Historico,98.5452
2021-01-03,Disponibilidad Servicios,Historico,99.4891
2021-01-04,Disponibilidad Servicios,Historico,99.5101
2021-01-05,Disponibilidad Servicios,Historico,99.2321
2021-01-06,Disponibilidad Servicios,Historico,99.339
2021-01-07,Disponibilidad Servicios,Historico,99.8282
2021-01-08,Disponibilidad Servicios,Historico,98.855
2021-01-09,Disponibilidad Servicios,Historico,99.833
2021-01-10,Disponibilidad Servicios,Historico,99.7254
2021-01-11,Disponibilidad Servicios,Historico,97.1138
2021-01-12,Disponibilidad Servicios,Historico,98.7825
2021-01-13,Disponibilidad Servicios,Historico,99.2196
2021-01-14,Disponibilidad Servicios,Historico,99.112
2021-01-15,Disponibilidad Servicios,Historico,99.6519
2021-01-16,Disponibilidad Servicios,Historico,99.5595
2021-01-17,Disponibilidad Servicios,Historico,99.0294
2021-01-18,Disponibilidad Servicios,Historico,99.4863
2021-01-19,Disponibilidad Servicios,Historico,99.6269
2021-01-20,Disponibilidad Servicios,Historico,99.5431
2021-01-21,Disponibilidad Servicios,Historico,98.5884
2021-01-22,Disponibilidad Servicios,Historico,98.6926
2021-01-23,Disponibilidad Servicios,Historico,99.2464
2021-01-24,Disponibilidad Servicios,Historico,98.7899
2021-01-25,Disponibilidad Servicios,Historico,99.5887
2021-01-26,Disponibilidad Servicios,Historico,99.4367
2021-01-27,Disponibilidad Servicios,Historico,98.6962
2021-01-28,Disponibilidad Servicios,Historico,99.8362
2021-01-29,Disponibilidad Servicios,Historico,98.9455
2021-01-30,Disponibilidad Servicios,Historico,98.8584
2021-01-31,Disponibilidad Servicios,Historico,98.8918
2021-02-01,Disponibilidad Servicios,Historico,99.5194
2021-02-02,Disponibilidad Servicios,Historico,99.4201
2021-02-03,Disponibilidad Servicios,Historico,98.6643
2021-02-04,Disponibilidad Servicios,Historico,98.8113
2021-02-05,Disponibilidad Servicios,Historico,99.7295
2021-02-06,Disponibilidad Servicios,Historico,99.9302
2021-02-07,Disponibilidad Servicios,Historico,99.0084
2021-02-08,Disponibilidad Servicios,Historico,99.2609
2021-02-09,Disponibilidad Servicios,Historico,98.8886
2021-02-10,Disponibilidad Servicios,Historico,99.3469
2021-02-11,Disponibilidad Servicios,Historico,99.2876
2021-02-12,Disponibilidad Servicios,Historico,99.5836
2021-02-13,Disponibilidad Servicios,Historico,98.7567
2021-02-14,Disponibilidad Servicios,Historico,98.9409
2021-02-15,Disponibilidad Servicios,Historico,98.8974
2021-02-16,Disponibilidad Servicios,Historico,98.9871
2021-02-17,Disponibilidad Servicios,Historico,99.1438
2021-02-18,Disponibilidad Servicios,Historico,99.4294
2021-02-19,Disponibilidad Servicios,Historico,98.6505
2021-02-20,Disponibilidad Servicios,Historico,98.991
2021-02-21,Disponibilidad Servicios,Historico,99.6218
2021-02-22,Disponibilidad Servicios,Historico,98.6172
2021-02-23,Disponibilidad Servicios,Historico,98.7045
2021-02-24,Disponibilidad Servicios,Historico,98.8751
2021-02-25,Disponibilidad Servicios,Historico,98.8524
2021-02-26,Disponibilidad Servicios,Historico,98.7756
2021-02-27,Disponibilidad Servicios,Historico,98.6459
2021-02-28,Disponibilidad Servicios,Historico,98.6617
2021-03-01,Disponibilidad Servicios,Historico,98.9464
2021-03-02,Disponibilidad Servicios,Historico,99.6058
2021-03-03,Disponibilidad Servicios,Historico,99.3482
2021-03-04,Disponibilidad Servicios,Historico,99.6041
2021-03-05,Disponibilidad Servicios,Historico,98.822
2021-03-06,Disponibilidad Servicios,Historico,99.745
2021-03-07,Disponibilidad Servicios,Historico,98.7371
2021-03-08,Disponibilidad Servicios,Historico,98.5722
2021-03-09,Disponibilidad Servicios,Historico,98.8943
2021-03-10,Disponibilidad Servicios,Historico,99.028
2021-03-11,Disponibilidad Servicios,Historico,99.2674
2021-03-12,Disponibilidad Servicios,Historico,99.1269
2021-03-13,Disponibilidad Servicios,Historico,92.4621
2021-03-14,Disponibilidad Servicios,Historico,99.2493
2021-03-15,Disponibilidad Servicios,Historico,99.5135
2021-03-16,Disponibilidad Servicios,Historico,99.4264
2021-03-17,Disponibilidad Servicios,Historico,99.3822
2021-03-18,Disponibilidad Servicios,Historico,99.5891
2021-03-19,Disponibilidad Servicios,Historico,99.8014
2021-03-20,Disponibilidad Servicios,Historico,99.7623
2021-03-21,Disponibilidad Servicios,Historico,98.7031
2021-03-22,Disponibilidad Servicios,Historico,99.911
2021-03-23,Disponibilidad Servicios,Historico,99.6695
2021-03-24,Disponibilidad Servicios,Historico,98.9072
2021-03-25,Disponibilidad Servicios,Historico,99.733
2021-03-26,Disponibilidad Servicios,Historico,99.6854
2021-03-27,Disponibilidad Servicios,Historico,98.7643
2021-03-28,Disponibilidad Servicios,Historico,99.6793
2021-03-29,Disponibilidad Servicios,Historico,98.5747
2021-03-30,Disponibilidad Servicios,Historico,99.4417
2021-03-31,Disponibilidad Servicios,Historico,99.8592
2021-04-01,Disponibilidad Servicios,Historico,98.7001
2021-04-02,Disponibilidad Servicios,Historico,99.0176
2021-04-03,Disponibilidad Servicios,Historico,99.7899
2021-04-04,Disponibilidad Servicios,Historico,99.9471
2021-04-05,Disponibilidad Servicios,Historico,99.3882
2021-04-06,Disponibilidad Servicios,Historico,98.5089
2021-04-07,Disponibilidad Servicios,Historico,97.9232
2021-04-08,Disponibilidad Servicios,Historico,99.1229
2021-04-09,Disponibilidad Servicios,Historico,98.8788
2021-04-10,Disponibilidad Servicios,Historico,98.5723
2021-04-11,Disponibilidad Servicios,Historico,99.3305
2021-04-12,Disponibilidad Servicios,Historico,99.8729
2021-04-13,Disponibilidad Servicios,Historico,99.3199
2021-04-14,Disponibilidad Servicios,Historico,99.3303
2021-04-15,Disponibilidad Servicios,Historico,99.0276
2021-04-16,Disponibilidad Servicios,Historico,98.9511
2021-04-17,Disponibilidad Servicios,Historico,99.871
2021-04-18,Disponibilidad Servicios,Historico,99.2422
2021-04-19,Disponibilidad Servicios,Historico,98.7501
2021-04-20,Disponibilidad Servicios,Historico,99.2638
2021-04-21,Disponibilidad Servicios,Historico,98.9647
2021-04-22,Disponibilidad Servicios,Historico,98.8504
2021-04-23,Disponibilidad Servicios,Historico,98.7265
2021-04-24,Disponibilidad Servicios,Historico,97.9106
2021-04-25,Disponibilidad Servicios,Historico,99.0625
2021-04-26,Disponibilidad Servicios,Historico,99.1866
2021-04-27,Disponibilidad Servicios,Historico,99.3734
2021-04-28,Disponibilidad Servicios,Historico,98.7601
2021-04-29,Disponibilidad Servicios,Historico,98.5685
2021-04-30,Disponibilidad Servicios,Historico,99.0735
2021-05-01,Disponibilidad Servicios,Historico,99.0613
2021-05-02,Disponibilidad Servicios,Historico,98.652
2021-05-03,Disponibilidad Servicios,Historico,99.3669
2021-05-04,Disponibilidad Servicios,Historico,98.9447
2021-05-05,Disponibilidad Servicios,Historico,99.875
2021-05-06,Disponibilidad Servicios,Historico,98.8088
2021-05-07,Disponibilidad Servicios,Historico,98.5388
2021-05-08,Disponibilidad Servicios,Historico,99.5958
2021-05-09,Disponibilidad Servicios,Historico,99.5735
2021-05-10,Disponibilidad Servicios,Historico,99.5342
2021-05-11,Disponibilidad Servicios,Historico,98.9827
2021-05-12,Disponibilidad Servicios,Historico,99.4221
2021-05-13,Disponibilidad Servicios,Historico,99.626
2021-05-14,Disponibilidad Servicios,Historico,99.2073
2021-05-15,Disponibilidad Servicios,Historico,99.4275
