fecha,kpi,tipo,valor
2023-02-12,Procesos Documentados,Historico,86.58200000000001
2023-02-19,Procesos Documentados,Historico,85.916
2023-02-26,Procesos Documentados,Historico,85.373
2023-03-05,Procesos Documentados,Historico,85.634
2023-03-12,Procesos Documentados,Historico,86.197
2023-03-19,Procesos Documentados,Historico,86.84700000000001
2023-03-26,Procesos Documentados,Historico,89.15
2023-04-02,Procesos Documentados,Historico,85.932
2023-04-09,Procesos Documentados,Historico,86.987
2023-04-16,Procesos Documentados,Historico,87.991
2023-04-23,Procesos Documentados,Historico,87.506
2023-04-30,Procesos Documentados,Historico,87.30499999999999
2023-05-07,Procesos Documentados,Historico,88.817
2023-05-14,Procesos Documentados,Historico,86.583
2023-05-21,Procesos Documentados,Historico,86.57000000000001
2023-05-28,Procesos Documentados,Historico,88.25399999999999
2023-06-04,Procesos Documentados,Historico,88.475
2023-06-11,Procesos Documentados,Historico,89.267
2023-06-18,Procesos Documentados,Historico,88.34100000000001
2023-06-25,Procesos Documentados,Historico,89.16799999999999
2023-07-02,Procesos Documentados,Historico,87.513
2023-07-09,Procesos Documentados,Historico,88.41499999999999
2023-07-16,Procesos Documentados,Historico,87.468
2023-07-23,Procesos Documentados,Historico,87.819
2023-07-30,Procesos Documentados,Historico,89.538
2023-08-06,Procesos Documentados,Historico,88.97
2023-08-13,Procesos Documentados,Historico,87.256
2023-08-20,Procesos Documentados,Historico,89.27000000000001
2023-08-27,Procesos Documentados,Historico,89.353
2023-09-03,Procesos Documentados,Historico,89.387
2023-09-10,Procesos Documentados,Historico,89.673
2023-09-17,Procesos Documentados,Historico,89.22200000000001
2023-09-24,Procesos Documentados,Historico,88.933
2023-10-01,Procesos Documentados,Historico,89.559
2023-10-08,Procesos Documentados,Historico,89.583
2023-10-15,Procesos Documentados,Historico,88.965
2023-10-22,Procesos Documentados,Historico,91.345
2023-10-29,Procesos Documentados,Historico,88.309
2023-11-05,Procesos Documentados,Historico,90.07000000000001
2023-11-12,Procesos Documentados,Historico,90.042
2023-11-19,Procesos Documentados,Historico,88.649
2023-11-26,Procesos Documentados,Historico,89.833
2023-12-03,Procesos Documentados,Historico,90.26599999999999
2023-12-10,Procesos Documentados,Historico,89.631
2023-12-17,Procesos Documentados,Historico,89.524
2023-12-24,Procesos Documentados,Historico,91.577
2023-12-31,Procesos Documentados,Historico,92.39500000000001
2024-01-07,Procesos Documentados,Historico,92.942
2024-01-14,Procesos Documentados,Historico,91.35900000000001
2024-01-21,Procesos Documentados,Historico,91.693
2024-01-28,Procesos Documentados,Historico,91.44800000000001
2024-02-04,Procesos Documentados,Historico,90.589
2024-02-11,Procesos Documentados,Historico,90.705
2024-02-18,Procesos Documentados,Historico,92.685
2024-02-25,Procesos Documentados,Historico,90.93299999999999
2024-03-03,Procesos Documentados,Historico,92.55
2024-03-10,Procesos Documentados,Historico,92.23400000000001
2024-03-17,Procesos Documentados,Historico,91.25399999999999
2024-03-24,Procesos Documentados,Historico,91.00399999999999
2024-03-31,Procesos Documentados,Historico,90.253
2024-04-07,Procesos Documentados,Historico,91.224
2024-04-14,Procesos Documentados,Historico,91.964
2024-04-21,Procesos Documentados,Historico,91.882
2024-04-28,Procesos Documentados,Historico,92.48100000000001
2024-05-05,Procesos Documentados,Historico,92.86800000000001
2024-05-12,Procesos Documentados,Historico,93.112
2024-05-19,Procesos Documentados,Historico,91.538
2024-05-26,Procesos Documentados,Historico,92.86699999999999
2024-06-02,Procesos Documentados,Historico,92.35
2024-06-09,Procesos Documentados,Historico,92.949
2024-06-16,Procesos Documentados,Historico,92.103
2024-06-23,Procesos Documentados,Historico,92.112
2024-06-30,Procesos Documentados,Historico,94.176
2024-07-07,Procesos Documentados,Historico,92.857
2024-07-14,Procesos Documentados,Historico,93.94500000000001
2024-07-21,Procesos Documentados,Historico,93.19399999999999
2024-07-28,Procesos Documentados,Historico,94.16900000000001
2024-08-04,Procesos Documentados,Historico,92.84700000000001
2024-08-11,Procesos Documentados,Historico,93.022
2024-08-18,Procesos Documentados,Historico,94.416
2024-08-25,Procesos Documentados,Historico,94.83099999999999
2024-09-01,Procesos Documentados,Historico,93.977
2024-09-08,Procesos Documentados,Historico,94.462
2024-09-15,Procesos Documentados,Historico,93.3
2024-09-22,Procesos Documentados,Historico,95.873
2024-09-29,Procesos Documentados,Historico,94.226
2024-10-06,Procesos Documentados,Historico,96.366
2024-10-13,Procesos Documentados,Historico,95.10600000000001
2024-10-20,Procesos Documentados,Historico,95.701
2024-10-27,Procesos Documentados,Historico,94.59700000000001
2024-11-03,Procesos Documentados,Historico,95.707
2024-11-10,Procesos Documentados,Historico,94.565
2024-11-17,Procesos Documentados,Historico,94.497
2024-11-24,Procesos Documentados,Historico,95.077
2024-12-01,Procesos Documentados,Historico,95.25399999999999
2024-12-08,Procesos Documentados,Historico,94.337
2024-12-15,Procesos Documentados,Historico,96.06
2024-12-22,Procesos Documentados,Historico,95.78
2024-12-29,Procesos Documentados,Historico,94.912
2025-01-05,Procesos Documentados,Prediccion,90.41806000000005
2025-01-12,Procesos Documentados,Prediccion,90.41806000000005
2025-01-19,Procesos Documentados,Prediccion,90.41806000000005
2025-01-26,Procesos Documentados,Prediccion,90.41806000000005
2025-02-02,Procesos Documentados,Prediccion,90.41806000000005
2025-02-09,Procesos Documentados,Prediccion,90.41806000000005
2025-02-16,Procesos Documentados,Prediccion,90.41806000000005
2025-02-23,Procesos Documentados,Prediccion,90.41806000000005
2025-03-02,Procesos Documentados,Prediccion,90.41806000000005
2025-03-09,Procesos Documentados,Prediccion,90.41806000000005
2025-03-16,Procesos Documentados,Prediccion,90.41806000000005
2025-03-23,Procesos Documentados,Prediccion,90.41806000000005
