sprint,fecha_sprint,año,semana,equipo,retrospectivas_planificadas,retrospectivas_realizadas,cumplimiento_porcentaje,estado
Sprint_015,2020-04-12,2020,15,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_015,2020-04-12,2020,15,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_015,2020-04-12,2020,15,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_015,2020-04-12,2020,15,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_016,2020-04-19,2020,16,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_016,2020-04-19,2020,16,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_016,2020-04-19,2020,16,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_016,2020-04-19,2020,16,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_016,2020-04-19,2020,16,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_017,2020-04-26,2020,17,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_017,2020-04-26,2020,17,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_017,2020-04-26,2020,17,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_017,2020-04-26,2020,17,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_017,2020-04-26,2020,17,Equipo Integración,1,0,0.0,Requiere acciones
Sprint_018,2020-05-03,2020,18,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_018,2020-05-03,2020,18,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_018,2020-05-03,2020,18,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_018,2020-05-03,2020,18,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_018,2020-05-03,2020,18,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_019,2020-05-10,2020,19,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_019,2020-05-10,2020,19,Equipo Infraestructura,1,0,0.0,Requiere acciones
Sprint_019,2020-05-10,2020,19,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_019,2020-05-10,2020,19,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_019,2020-05-10,2020,19,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_020,2020-05-17,2020,20,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_020,2020-05-17,2020,20,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_020,2020-05-17,2020,20,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_020,2020-05-17,2020,20,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_020,2020-05-17,2020,20,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_021,2020-05-24,2020,21,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_021,2020-05-24,2020,21,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_021,2020-05-24,2020,21,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_021,2020-05-24,2020,21,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_021,2020-05-24,2020,21,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_022,2020-05-31,2020,22,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_022,2020-05-31,2020,22,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_022,2020-05-31,2020,22,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_022,2020-05-31,2020,22,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_022,2020-05-31,2020,22,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_023,2020-06-07,2020,23,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_023,2020-06-07,2020,23,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_023,2020-06-07,2020,23,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_023,2020-06-07,2020,23,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_023,2020-06-07,2020,23,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_024,2020-06-14,2020,24,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_024,2020-06-14,2020,24,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_024,2020-06-14,2020,24,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_024,2020-06-14,2020,24,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_024,2020-06-14,2020,24,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_025,2020-06-21,2020,25,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_025,2020-06-21,2020,25,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_025,2020-06-21,2020,25,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_025,2020-06-21,2020,25,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_025,2020-06-21,2020,25,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_026,2020-06-28,2020,26,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_026,2020-06-28,2020,26,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_026,2020-06-28,2020,26,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_026,2020-06-28,2020,26,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_026,2020-06-28,2020,26,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_027,2020-07-05,2020,27,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_027,2020-07-05,2020,27,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_027,2020-07-05,2020,27,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_027,2020-07-05,2020,27,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_027,2020-07-05,2020,27,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_028,2020-07-12,2020,28,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_028,2020-07-12,2020,28,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_028,2020-07-12,2020,28,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_028,2020-07-12,2020,28,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_028,2020-07-12,2020,28,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_029,2020-07-19,2020,29,Equipo Desarrollo,1,0,0.0,Requiere acciones
Sprint_029,2020-07-19,2020,29,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_029,2020-07-19,2020,29,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_029,2020-07-19,2020,29,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_029,2020-07-19,2020,29,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_030,2020-07-26,2020,30,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_030,2020-07-26,2020,30,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_030,2020-07-26,2020,30,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_030,2020-07-26,2020,30,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_030,2020-07-26,2020,30,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_031,2020-08-02,2020,31,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_031,2020-08-02,2020,31,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_031,2020-08-02,2020,31,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_031,2020-08-02,2020,31,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_031,2020-08-02,2020,31,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_032,2020-08-09,2020,32,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_032,2020-08-09,2020,32,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_032,2020-08-09,2020,32,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_032,2020-08-09,2020,32,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_032,2020-08-09,2020,32,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_033,2020-08-16,2020,33,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_033,2020-08-16,2020,33,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_033,2020-08-16,2020,33,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_033,2020-08-16,2020,33,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_033,2020-08-16,2020,33,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_034,2020-08-23,2020,34,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_034,2020-08-23,2020,34,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_034,2020-08-23,2020,34,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_034,2020-08-23,2020,34,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_034,2020-08-23,2020,34,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_035,2020-08-30,2020,35,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_035,2020-08-30,2020,35,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_035,2020-08-30,2020,35,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_035,2020-08-30,2020,35,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_035,2020-08-30,2020,35,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_036,2020-09-06,2020,36,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_036,2020-09-06,2020,36,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_036,2020-09-06,2020,36,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_036,2020-09-06,2020,36,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_036,2020-09-06,2020,36,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_037,2020-09-13,2020,37,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_037,2020-09-13,2020,37,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_037,2020-09-13,2020,37,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_037,2020-09-13,2020,37,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_037,2020-09-13,2020,37,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_038,2020-09-20,2020,38,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_038,2020-09-20,2020,38,Equipo Infraestructura,1,0,0.0,Requiere acciones
Sprint_038,2020-09-20,2020,38,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_038,2020-09-20,2020,38,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_038,2020-09-20,2020,38,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_039,2020-09-27,2020,39,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_039,2020-09-27,2020,39,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_039,2020-09-27,2020,39,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_039,2020-09-27,2020,39,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_039,2020-09-27,2020,39,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_040,2020-10-04,2020,40,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_040,2020-10-04,2020,40,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_040,2020-10-04,2020,40,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_040,2020-10-04,2020,40,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_040,2020-10-04,2020,40,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_041,2020-10-11,2020,41,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_041,2020-10-11,2020,41,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_041,2020-10-11,2020,41,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_041,2020-10-11,2020,41,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_041,2020-10-11,2020,41,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_042,2020-10-18,2020,42,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_042,2020-10-18,2020,42,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_042,2020-10-18,2020,42,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_042,2020-10-18,2020,42,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_042,2020-10-18,2020,42,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_043,2020-10-25,2020,43,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_043,2020-10-25,2020,43,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_043,2020-10-25,2020,43,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_043,2020-10-25,2020,43,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_043,2020-10-25,2020,43,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_044,2020-11-01,2020,44,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_044,2020-11-01,2020,44,Equipo Infraestructura,1,0,0.0,Requiere acciones
Sprint_044,2020-11-01,2020,44,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_044,2020-11-01,2020,44,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_044,2020-11-01,2020,44,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_045,2020-11-08,2020,45,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_045,2020-11-08,2020,45,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_045,2020-11-08,2020,45,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_045,2020-11-08,2020,45,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_045,2020-11-08,2020,45,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_046,2020-11-15,2020,46,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_046,2020-11-15,2020,46,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_046,2020-11-15,2020,46,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_046,2020-11-15,2020,46,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_046,2020-11-15,2020,46,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_047,2020-11-22,2020,47,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_047,2020-11-22,2020,47,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_047,2020-11-22,2020,47,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_047,2020-11-22,2020,47,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_047,2020-11-22,2020,47,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_048,2020-11-29,2020,48,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_048,2020-11-29,2020,48,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_048,2020-11-29,2020,48,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_048,2020-11-29,2020,48,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_048,2020-11-29,2020,48,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_049,2020-12-06,2020,49,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_049,2020-12-06,2020,49,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_049,2020-12-06,2020,49,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_049,2020-12-06,2020,49,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_049,2020-12-06,2020,49,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_050,2020-12-13,2020,50,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_050,2020-12-13,2020,50,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_050,2020-12-13,2020,50,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_050,2020-12-13,2020,50,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_050,2020-12-13,2020,50,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_051,2020-12-20,2020,51,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_051,2020-12-20,2020,51,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_051,2020-12-20,2020,51,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_051,2020-12-20,2020,51,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_051,2020-12-20,2020,51,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_052,2020-12-27,2020,52,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_052,2020-12-27,2020,52,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_052,2020-12-27,2020,52,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_052,2020-12-27,2020,52,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_052,2020-12-27,2020,52,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_053,2021-01-03,2021,53,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_053,2021-01-03,2021,53,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_053,2021-01-03,2021,53,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_053,2021-01-03,2021,53,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_053,2021-01-03,2021,53,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_054,2021-01-10,2021,1,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_054,2021-01-10,2021,1,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_054,2021-01-10,2021,1,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_054,2021-01-10,2021,1,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_054,2021-01-10,2021,1,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_055,2021-01-17,2021,2,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_055,2021-01-17,2021,2,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_055,2021-01-17,2021,2,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_055,2021-01-17,2021,2,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_055,2021-01-17,2021,2,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_056,2021-01-24,2021,3,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_056,2021-01-24,2021,3,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_056,2021-01-24,2021,3,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_056,2021-01-24,2021,3,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_056,2021-01-24,2021,3,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_057,2021-01-31,2021,4,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_057,2021-01-31,2021,4,Equipo Infraestructura,1,0,0.0,Requiere acciones
Sprint_057,2021-01-31,2021,4,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_057,2021-01-31,2021,4,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_057,2021-01-31,2021,4,Equipo Integración,1,0,0.0,Requiere acciones
Sprint_058,2021-02-07,2021,5,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_058,2021-02-07,2021,5,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_058,2021-02-07,2021,5,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_058,2021-02-07,2021,5,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_058,2021-02-07,2021,5,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_059,2021-02-14,2021,6,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_059,2021-02-14,2021,6,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_059,2021-02-14,2021,6,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_059,2021-02-14,2021,6,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_059,2021-02-14,2021,6,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_060,2021-02-21,2021,7,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_060,2021-02-21,2021,7,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_060,2021-02-21,2021,7,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_060,2021-02-21,2021,7,Equipo Datos,1,1,100.0,Cumplimiento total
Sprint_060,2021-02-21,2021,7,Equipo Integración,1,1,100.0,Cumplimiento total
Sprint_061,2021-02-28,2021,8,Equipo Desarrollo,1,1,100.0,Cumplimiento total
Sprint_061,2021-02-28,2021,8,Equipo Infraestructura,1,1,100.0,Cumplimiento total
Sprint_061,2021-02-28,2021,8,Equipo Seguridad,1,1,100.0,Cumplimiento total
Sprint_061,2021-02-28,2021,8,Equipo Datos,1,1,100.0,Cumplimiento total
